Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
Q9NP81	120278
Q9H0A8	120279
Q9NX40	120280
Q96EQ8	120281
Q9NX38	120282
Q9NX36	120283
Q96GZ6	120285
Q7L5N7	120286
Q9NX20	120287
Q9NX18	120288
Q9NX08	120289
Q9NX07	120290
Q5SWX8	120291
Q9NX05	120292
Q9NX04	120293
Q8N5Y8	120294
Q9NX01	120295
Q9NX00	120296
A1E959	120297
Q9NWZ8	120298
Q8TE77	120299
Q9BVW5	120300
Q9NWZ5	120301
Q8TBF5	120303
Q8WUE5	120304
Q9BUB7	120305
Q9NWY4	120306
Q9H892	120307
Q8N9N5	120308
Q24JP5	120309
Q5TA45	120310
Q9NWX6	120311
Q9GZN8	120312
Q96DW6	120313
Q8N357	120314
Q9NWW7	120316
Q9NWW6	120317
Q9NWW5	120318
Q96BK5	120319
Q9NWW0	120320
Q96C45	120321
Q9NWV4	120322
Q6NUN0	120323
Q6IQ21	120324
Q96HA4	120325
Q7Z7L9	120326
Q9NWU2	120327
Q9NWU1	120328
Q969Z3	120329
Q96BS2	120330
Q9NWT8	120331
Q6UWJ1	120334
Q9NWT1	120335
Q6IAA8	120336
Q9NWS8	120337
Q9BVS5	120338
Q9NWS6	120339
Q8IVU3	120340
Q9NWS1	120342
Q9NWS0	120343
Q969Q6	120344
Q9NWR8	120345
P56962	120346
Q86UA1	120347
Q8TCQ1	120348
Q9NWQ9	120349
Q5R3I4	120351
Q7Z2X4	120352
Q8WWQ0	120353
Q8NDB2	120354
Q5JRV8	120356
Q7Z4Q2	120357
Q9BSJ5	120358
Q9NWN3	120359
Q96K76	120360
Q9BS91	120361
Q9NWM8	120362
Q96EN8	120363
Q76FK4	120364
Q4G0X9	120365
Q96EY7	120366
Q9BXL8	120367
Q53H54	120368
Q9H201	120369
Q96CS7	120370
A5D8V6	120371
Q96EN9	120372
Q9H7Z3	120373
Q9BYC9	120374
Q676U5	120375
Q9H900	120376
Q8N1P7	120378
Q5VX71	120379
Q5MNZ9	120380
Q9H0M4	120381
Q8N4H0	120382
Q8NCN5	120384
Q8TC92	120385
Q9NWD8	120386
Q7L5Y6	120387
Q8IXQ3	120388
Q96EP0	120389
Q8N573	120391
Q9BZF9	120392
Q9NWC5	120393
Q8TBJ5	120394
Q9BX59	120395
Q9NWB7	120396
Q9NWB6	120397
Q2KJY2	120398
A7XYQ1	120399
Q6NSI4	120400
Q7Z3E2	120401
Q9NWA0	120403
Q9NW97	120404
Q96HA8	120405
Q9BRR8	120406
Q5PRF9	120407
Q6P2I7	120408
Q9NW82	120410
Q9NW81	120411
Q96BY7	120412
Q86X27	120413
Q9NW75	120415
Q8IYM2	120416
Q5XXA6	120417
Q9NW68	120418
Q8N302	120419
Q96A72	120420
Q9NW61	120421
Q8WVS4	120422
Q9H6D3	120423
Q68EM7	120424
Q9GZU3	120425
Q9H2J7	120426
Q9NQ79	120427
Q5VTL8	120428
Q9NW38	120429
Q53H80	120430
Q8TC59	120431
Q9H583	120433
Q6AZZ1	120434
Q9NW15	120435
Q9NW13	120437
Q659C4	120438
Q8N5C6	120439
Q9BUR4	120440
Q5HY92	120441
Q86YD7	120442
Q9H8Y5	120443
Q9H9T3	120444
Q9NVX0	120445
Q53HL2	120446
Q7L1W4	120447
Q9NVV9	120448
Q86U06	120450
Q8N806	120451
Q9NVV4	120452
Q9NVV2	120453
Q9NVV0	120454
Q5D0E6	120455
Q9NVU7	120456
Q9BUK6	120457
Q9NVT9	120458
Q6PI48	120459
Q6PCD5	120460
P57088	120462
Q9NVS9	120463
Q6PI26	120464
Q53EZ4	120465
Q7L2Z9	120466
Q9HCI7	120467
Q9NVS2	120468
Q96LA8	120469
Q9NVR7	120470
Q9NVR5	120471
P82664	120472
Q9NVR2	120473
Q9NVR0	120474
Q9H9S3	120475
Q96TC7	120476
Q9HC36	120477
Q9NVQ4	120478
Q8NG48	120479
Q8ND04	120480
Q5VTB9	120481
Q5UIP0	120482
Q9NVP4	120483
Q96CQ1	120484
Q5THJ4	120485
Q9NVN3	120486
Q96G61	120487
Q6IA69	120488
Q9NVM6	120489
Q86U86	120490
Q9NVM1	120491
Q9NVL8	120492
Q9HCM1	120493
Q96P16	120494
Q8NEU8	120495
Q9NVL1	120496
Q3KR16	120497
Q66K74	120498
Q9H4A5	120500
Q9HCE3	120501
A3KN83	120502
Q9NVJ2	120503
Q6PH85	120504
Q9C0A6	120505
Q9NVI7	120506
Q7L190	120507
Q8IWZ6	120508
Q8NDN9	120509
Q8IVL5	120510
Q9NVI1	120511
Q6ZUT1	120512
Q9NVH6	120513
Q9NVH0	120514
Q8N5G2	120515
Q8IYD2	120516
Q8TCA0	120517
Q9BVG3	120518
Q9NVF9	120519
Q9HCJ3	120520
Q9H0A0	120521
Q9BTT6	120522
Q86V59	120523
Q9NVE7	120524
Q9NVE5	120525
Q9NVE4	120526
Q9H8S9	120527
Q2TAY7	120528
A0AVT1	120529
Q9H8Y1	120530
Q9NVC3	120531
Q8N543	120532
Q658P3	120533
Q96J84	120534
Q96FL8	120535
Q9NVA1	120536
Q86WR0	120537
Q8TAT5	120538
Q9H813	120539
Q9H869	120540
Q6IA86	120541
Q9NV79	120542
Q76L83	120543
Q9NV66	120544
Q9NV64	120545
Q9HAD4	120546
Q9BV57	120547
Q9NV56	120548
Q86YJ6	120549
Q6TDU7	120550
Q96AN5	120551
Q8WVR3	120552
Q96HH6	120555
Q86YB7	120557
Q8WXF1	120558
Q9NV35	120559
Q9NV31	120560
Q9NV29	120561
Q8WUB8	120562
Q5VIR6	120563
Q96G03	120564
Q96C11	120565
Q9H0R6	120566
Q69YN2	120568
Q9NV12	120569
Q1X8D7	120570
Q8TDD5	120571
Q96B02	120572
Q96IZ5	120573
Q8IY42	120574
Q8WWA1	120575
Q8IXI2	120576
Q9NUZ1	120577
Q9HAW0	120578
Q5H9R7	120579
Q8IX04	120580
Q969H0	120581
Q53HC5	120582
Q8N5T2	120583
Q7Z6B0	120584
Q9H920	120585
Q8TDN6	120586
Q8TCG2	120587
Q9NV23	120588
Q9NUV9	120589
Q9NUV7	120590
Q9NUU7	120592
Q8N0Y2	120593
Q969G6	120594
Q9BRF8	120595
Q7Z5S9	120596
Q9BZD2	120597
Q9HA92	120598
Q96EY4	120600
Q6P0N0	120601
Q49AR2	120603
Q9BRS8	120604
Q9NUQ8	120605
Q9NUQ7	120606
Q9NUQ2	120607
Q9NUP9	120608
Q5VYX0	120609
Q8NEH6	120610
Q9NUP1	120611
Q9NUN7	120612
Q8N682	120613
P57105	120614
Q9NUM3	120615
Q96CD0	120617
Q9NUL5	120618
Q9C0J8	120620
Q96F15	120621
Q9H089	120622
Q96SI9	120623
Q96A29	120624
Q9NUJ7	120625
Q86YA3	120626
Q9NUJ3	120627
Q9NUJ1	120628
Q8NE62	120629
Q9NY57	120631
Q9NQ92	120632
Q86VI4	120633
Q8NCD3	120635
Q9BYX2	120637
Q6J9G0	120638
Q9BTU6	120639
Q5T3F8	120640
Q9BXL5	120641
Q9P2X3	120642
Q96HP8	120643
Q9BXB1	120644
Q9HB75	120645
Q96DC7	120647
Q96AG4	120649
Q7L590	120654
Q53F19	120662
Q9NQX6	120663
Q9P1W8	120664
Q8IXQ4	120665
Q5VVQ6	120666
Q63HQ0	120667
Q9C0K7	120668
Q7Z7J9	120671
Q8N6G5	120672
Q8WW22	120675
Q7L592	120676
Q9H300	120678
Q9HBU6	120680
Q9NRB3	120681
Q96HZ4	120682
Q9H1D0	120683
Q9NS68	120684
Q9NPE3	120685
Q9P0M6	120686
Q9NZD1	120687
Q7Z769	120688
Q9NR55	120689
Q9NXZ2	120690
Q9NXZ1	120691
Q9NY59	120692
Q96FT7	120693
Q9H777	120694
Q9NQ86	120695
Q96HY7	120698
Q9BSK4	120699
Q8N4L2	120700
Q8N4V2	120701
Q8N336	120702
Q6XR72	120703
Q96JK9	120704
Q96GN5	120705
Q9NRM6	120708
Q9H0Z9	120710
P16415	120713
P35712	120714
Q9H2R5	120715
Q7L5Y1	120716
P51805	120717
Q99871	120718
Q6DT37	120719
O75541	120720
Q8TD57	120722
Q86SR1	120723
Q9UKZ1	120724
Q96CU9	120725
Q9UKY7	120726
Q8WWQ8	120727
Q9UJ70	120728
Q8NEM7	120729
Q86VH2	120730
Q9UGM1	120731
Q7Z7E8	120732
Q9NX70	120734
Q9NSY1	120735
Q9HBM0	120736
Q96G74	120738
Q6NZY4	120739
Q96LT9	120740
Q8WWA0	120741
Q8IY21	120742
Q9NXV6	120743
Q96IP4	120744
Q5VZK9	120745
Q7Z4S6	120746
Q9ULJ8	120747
Q9NXR5	120748
Q8ND82	120749
Q96JG6	120750
Q96FW1	120751
Q9BQL6	120752
Q96EF0	120753
Q96L93	120754
P85299	120755
Q8TDY4	120756
Q9H6P5	120757
Q96BY6	120758
Q9UGK3	120759
Q9NXH9	120760
Q6P3X3	120761
Q9NXG2	120762
Q8WZA1	120763
Q9NXF8	120764
Q9C0C7	120765
Q9NXE4	120766
Q9C0G0	120767
Q9NPJ4	120768
Q6P5W5	120769
Q9H9A6	120770
Q7L622	120771
Q9NU19	120772
Q5JUW0	120773
Q5TB30	120774
Q9P2D1	120775
Q9NX95	120776
Q9UPI3	120777
Q9BX70	120778
Q9NPF4	120779
Q9NX58	120780
Q9NX57	120781
Q9NUD9	120782
Q9NX24	120783
Q6P1K1	120784
Q8TDM0	120785
O75204	120786
Q9NX02	120787
Q75QN2	120788
Q9BU19	120789
Q9BV68	120790
Q9BWM5	120791
O75400	120792
Q96GQ7	120793
Q9NWT6	120794
Q9NWS9	120795
Q7L3B6	120796
Q8TCY9	120797
Q8TAT6	120798
Q5VZ89	120799
Q9NWQ4	120800
Q8IWA4	120801
Q7Z412	120802
Q6IN85	120803
Q3BBV0	120804
Q6NXT4	120806
Q96ST2	120807
Q7Z4I7	120808
Q8WXA3	120809
Q6P3W7	120810
Q9P2N6	120811
Q3YEC7	120812
Q8N565	120813
O75648	120814
Q9ULM3	120815
Q6VY07	120816
Q9P2Q2	120817
Q9NQ29	120818
Q6B0I6	120819
Q96P11	120820
Q9NW64	120821
Q08AM6	120822
Q96JH8	120823
Q9NSE4	120824
Q3KQU3	120825
Q8TER5	120826
Q9BW85	120827
Q9NW08	120828
Q3V6T2	120829
Q96P70	120830
Q9BTX1	120831
Q9NVZ3	120832
Q9NVX7	120833
Q96K12	120834
Q9HCZ1	120835
Q9P273	120836
Q8TEW6	120837
Q6UX01	120838
Q9BZH6	120839
Q9NVU0	120840
Q8IX21	120841
Q2NL82	120842
Q4KMZ1	120843
Q9P209	120844
Q9NVP2	120845
Q9NVM9	120846
Q9P203	120847
Q86UW6	120848
Q6VMQ6	120849
Q8WU58	120850
Q9NSG2	120851
Q9NTW7	120853
Q9NVH1	120854
Q96QK1	120855
Q8N6T3	120856
Q8IW45	120857
Q8N8S7	120858
Q9BV94	120859
Q9NVD7	120860
Q96EP1	120861
Q9GZY4	120862
Q9H0R1	120863
Q8WUM0	120864
Q96KP4	120866
Q8IX12	120867
Q53H12	120868
Q9NVA4	120869
Q9NVA2	120870
Q9ULD0	120871
Q9NV96	120872
Q96SN8	120873
Q9NV88	120874
Q9NYU1	120875
Q9P2K3	120876
Q9GZL7	120877
Q7L7V1	120878
Q96AE7	120879
Q9NV72	120880
Q9NV70	120881
Q9HBG6	120882
Q3KP66	120883
Q9BTM1	120884
Q96IV0	120885
P51522	120886
Q96KP1	120887
Q96HE9	120888
Q9NUY8	120889
Q9NUW8	120890
Q9NPB0	120891
Q9P267	120892
A8K0R7	120893
Q96MT7	120894
Q5T6L9	120895
Q9BVS4	120896
Q8IYT2	120897
Q6DN12	120898
Q6ZV73	120899
Q09FC8	120900
Q9NUQ3	120901
Q9NUN5	120902
Q8WUY9	120903
Q8TDX6	120904
Q5T3J3	120905
Q8N5J2	120906
Q9NUL7	120907
Q5JVF3	120908
Q9NUK0	120909
Q6P1Q9	120910
Q9NY72	120912
Q9NPH9	120913
Q9NPI6	120914
Q9NPF8	120915
Q9P2M1	120916
O43593	120917
Q9NSC7	120918
Q96PN7	120919
Q9P0K8	120920
Q96PN6	120921
Q9P0W8	120922
Q9NYH9	120923
A6H8Y1	120924
Q2TAA8	120925
Q9P104	120926
Q9Y4C1	120927
Q86XS8	120928
Q8N6M5	120929
Q9H270	120930
Q9NWQ8	120931
Q9BY49	120932
Q58WW2	120933
Q9BQE4	120934
Q68CQ7	120935
Q9P0I2	120936
Q86VP6	120937
Q5T6F2	120938
Q9HC77	120939
Q56P03	120941
Q96H22	120942
Q96CJ1	120943
Q9ULE0	120944
Q53QZ3	120945
Q66LE6	120946
Q8WUW1	120947
Q969R8	120948
Q9NZ45	120949
Q9HBL7	120950
Q9NZ43	120952
Q9NZ42	120953
Q8IWB9	120954
Q8WU90	120956
Q9NPJ3	120958
Q2M2Z5	120959
Q9HC07	120960
Q9HBH7	120961
Q9NZ32	120962
Q9BQY9	120963
Q9NTX5	120964
Q8IUX1	120965
Q9NSA0	120967
Q9BY41	120968
Q9NR48	120969
Q9BRT8	120970
Q96KB5	120971
Q8TAX9	120972
Q9UN88	120973
Q9NYS7	120976
Q8TAP4	120977
Q9P0L1	120978
Q9NQ84	120980
Q9NPC7	120982
Q9H8N7	120983
Q9H3U1	120986
Q9NR11	120987
Q9NR19	120989
Q8IZD2	120990
Q9Y508	120991
Q9NQZ6	120992
Q8NFW8	120993
Q6UXH0	120994
Q9NQY0	120995
Q96RT1	120997
Q9NS86	120998
Q9NPJ8	120999
Q9P2B4	121000
Q9P258	121001
O15226	121002
Q9NTI7	121003
Q9NPF5	121004
Q9NQX4	121005
O95445	121006
Q9UDW3	121007
Q96GY3	121008
Q9P2J3	121009
Q8IWU5	121010
Q9UH03	121011
Q9UKB5	121012
Q9UI09	121013
Q9UNZ2	121014
Q9BUV8	121015
Q9UBI6	121016
Q9UHR4	121017
Q8TBP6	121018
Q9UHQ4	121019
Q9BRV3	121020
Q8IXQ5	121021
P0CG37	121022
Q9H1B4	121023
Q9H4D5	121025
Q969H8	121028
Q9H0W8	121029
Q9HBU1	121031
Q9NRA1	121032
Q9BT22	121033
O14562	121034
Q9C0H6	121035
Q8WY98	121036
Q9Y5F6	121037
Q9Y5F7	121038
Q9Y5F8	121039
Q9Y5G0	121041
Q9Y5G1	121042
Q9Y5G2	121043
Q9Y5G3	121044
Q9Y5H2	121045
Q9Y5H3	121046
Q9Y5G4	121047
Q9Y5G6	121048
Q9Y5G8	121050
Q9Y5G9	121051
Q9Y5H0	121052
Q9Y5E8	121061
Q9Y5E9	121062
Q9Y5F0	121063
Q9Y5F1	121064
Q9Y5F2	121065
Q9UN67	121066
Q9UN66	121068
Q9Y5E2	121069
Q9Y5E3	121070
Q9Y5E6	121072
Q9Y5E7	121073
Q9Y5I4	121074
Q9H158	121075
Q9Y5I0	121076
Q9UN75	121077
Q9Y5I1	121078
Q9Y5I2	121079
Q9Y5H6	121080
Q9UN72	121081
Q9UN73	121082
Q9Y5H7	121083
Q9UN74	121084
Q9Y5H8	121085
Q9Y5H9	121086
Q9Y5I3	121087
Q9BXT5	121088
Q8IWB6	121089
Q9BXU3	121091
Q8IYF3	121093
Q96MG7	121094
Q9BXT8	121096
Q9BXU1	121097
Q9BXT4	121098
Q9BYG8	121101
Q8WXX0	121102
Q9HCJ1	121103
Q9UJG1	121105
Q9H019	121106
Q0VAK6	121107
Q32MH5	121108
Q9UGT4	121109
Q5T5P2	121111
Q8TCY5	121114
P49750	121117
Q5VTR2	121119
Q9H1E5	121120
Q9NUC0	121121
Q7L2J0	121122
Q8WYA6	121123
Q9NPB8	121125
Q8IWT6	121126
Q96SM3	121127
Q6YP21	121128
Q6NXR0	121129
Q5MNZ6	121130
Q9NWD9	121131
Q9NS71	121133
Q8TEW0	121134
Q9NZH8	121135
Q9NQA5	121137
Q92527	121138
Q86U44	121139
Q9NR22	121140
Q9NP86	121142
Q9NPC1	121143
Q9NRF8	121144
Q9NS64	121145
Q9NRJ3	121147
Q9NRA8	121148
Q9NR82	121149
Q9UKB3	121150
Q9NRE1	121151
Q9NS84	121152
Q9NR63	121153
Q86YB8	121155
Q9NR28	121157
Q9NRR6	121159
Q9P287	121161
Q9GZV4	121162
Q9NRS4	121163
Q9NY35	121164
Q96RR1	121166
Q9NQX5	121167
Q9NR33	121168
Q9NQN1	121169
Q9HCM9	121170
Q9HB14	121171
Q9H3R2	121177
Q9BXA5	121179
Q9NQ31	121180
Q9NQ32	121181
Q9NQ34	121182
Q9NQ35	121183
Q9NQ33	121184
Q9NR31	121186
P57076	121187
Q9HDC5	121191
Q9HD89	121192
Q9NR83	121193
Q9BZE3	121195
Q9NZ56	121199
Q7Z2W4	121203
Q9P0V8	121206
Q96N19	121207
Q9NRA0	121208
Q9BRU2	121209
Q4V328	121210
Q9NPA0	121211
Q9NS91	121212
Q9BZC1	121213
Q9NRR8	121215
Q8N475	121216
Q9NYU2	121217
Q9P0J7	121218
Q9HD45	121219
Q8TC05	121220
Q8TCE9	121221
Q9NR00	121222
Q9NRR5	121223
Q9NRZ7	121224
Q9NRZ5	121225
Q9BPU6	121226
Q96S55	121227
Q9BUT1	121228
Q7Z6G8	121229
Q9NRX6	121230
Q9NRX3	121231
Q9NRX1	121232
Q9NR46	121234
Q6ZRI6	121235
Q9P2Z0	121236
Q08AE8	121237
Q9NQZ5	121238
P57077	121239
Q9NQC8	121240
Q9NS00	121241
Q9NQT4	121243
Q9H4L7	121244
Q99687	121245
Q9H6R0	121247
Q9NS98	121248
Q96RQ3	121249
Q9GZQ4	121250
Q9NQU5	121251
Q9BS40	121252
Q969V3	121253
Q9NPR9	121254
Q8TCT7	121255
Q96JP0	121256
Q96G46	121258
Q9NS85	121259
Q9NRQ5	121260
Q969W9	121262
Q8WYA1	121263
Q9NRW4	121264
Q96FZ2	121265
Q9NRP2	121266
Q9NPA8	121267
Q9NRN5	121268
P82650	121269
Q7Z589	121270
Q9GZY8	121271
Q9NRG7	121272
Q9HCS7	121273
Q9NRG4	121274
Q8NC54	121275
Q9NRG1	121276
Q9NQR4	121278
Q9NQ76	121279
Q9NQ69	121280
Q6GQQ9	121281
Q96IW2	121283
Q96B86	121284
Q14CW9	121289
Q7Z692	121290
Q8IXL6	121294
Q9P2F5	121295
Q9NQV8	121296
Q9NQV6	121298
Q9NQV5	121299
Q8NBL1	121300
Q969U7	121301
Q8N5C7	121303
Q8WY36	121304
Q9NRR3	121306
Q9NS87	121307
Q9NS69	121308
Q8WUD6	121309
Q9NRJ4	121310
Q9BXP2	121311
Q8NI60	121312
Q9NSA3	121313
Q9P2N4	121314
Q9NRP4	121316
Q9NRH1	121317
Q96A33	121318
P25106	121321
P57796	121324
O60218	121325
O75208	121326
Q9UK58	121327
Q6FI81	121328
Q7Z3J2	121329
Q96GD0	121330
Q9P2U7	121331
Q9BUV0	121332
Q8IV38	121333
Q5T160	121334
Q9GZX9	121338
Q9NRY7	121340
Q9NRY6	121341
Q9NQZ2	121342
Q9UMR3	121349
P57723	121351
Q9GZR7	121353
Q8NG31	121354
Q9P2U8	121355
Q6RW13	121356
Q9NRQ2	121357
Q9NQZ7	121358
Q9NQ75	121359
Q8WW12	121360
P0CI25	121361
Q8N4T0	121362
Q9GZP4	121363
Q96KN7	121364
Q9NR21	121365
Q9NQS1	121366
Q9NQ90	121367
Q9NQ89	121368
Q9NQ88	121369
Q96AD5	121370
Q9NS75	121371
Q8WUY8	121372
Q86YH6	121373
Q9GZR2	121375
P57735	121377
Q9HCX4	121378
Q8IW36	121380
Q96CB8	121381
Q8IU85	121382
O95925	121383
Q9HD26	121384
Q9H1C0	121385
P57740	121386
Q8IUK5	121388
Q8N6Q3	121389
Q9H310	121390
Q9HD34	121391
Q9HD33	121392
Q9HD20	121393
Q7LBR1	121394
Q9NR34	121395
Q9HDC9	121397
Q9HAU8	121399
Q9NQC3	121400
Q86TW2	121401
Q9P286	121402
Q96B96	121403
Q8IZE3	121404
Q86X10	121405
O43325	121406
Q96KF7	121407
P55000	121409
Q8IWA5	121410
Q9HCE7	121411
Q9P1W3	121412
Q8N3S3	121413
Q9BR39	121414
Q9BYV2	121415
Q9HAT8	121417
Q96FA3	121418
Q5T442	121419
Q9UJQ4	121420
Q6ICH7	121421
Q9P2E3	121422
Q86YN1	121423
Q96NX5	121424
Q9BR76	121425
Q5ST30	121426
Q9ULJ6	121427
Q96A73	121428
Q9P1U1	121429
Q9ULF5	121430
Q9ULJ7	121431
Q5XKK7	121433
Q6P499	121434
Q2PPJ7	121435
Q8NI27	121436
P82987	121437
A4D1U4	121438
Q9NZV5	121439
Q9GZP7	121440
Q9GZU1	121441
O60312	121443
P98198	121445
Q9P241	121446
Q8NDW4	121447
Q5BKX6	121448
Q86SQ4	121449
Q5W111	121451
Q8WUJ3	121452
Q96EK4	121453
Q9ULK5	121454
Q9ULT0	121455
Q5TH69	121457
Q969X5	121458
Q5MIZ7	121459
Q5SYE7	121460
Q9NU23	121461
Q0VAQ4	121462
Q9Y5W7	121463
Q6U841	121475
Q9H8E8	121485
Q96AQ6	121486
Q9HC52	121487
Q96D15	121488
Q9HBT8	121489
Q9HBT7	121490
Q9BQF6	121491
Q8WXH2	121492
Q9HCX3	121493
Q9H313	121494
Q9UKL4	121496
Q9GZX7	121497
Q9HD23	121498
Q9H4E5	121499
Q9HBJ8	121500
Q9HAZ1	121501
Q9HCY8	121504
Q9UL26	121505
Q6UW02	121506
Q9HBM1	121507
Q9BV23	121508
Q9HBL8	121509
Q9HBL6	121510
A9UHW6	121511
Q96KG9	121512
Q9HBK9	121513
Q6NTF9	121515
Q9HBI5	121516
Q9BV38	121517
Q9UGV2	121519
Q9UN36	121520
Q9NR09	121521
O94827	121522
Q8N428	121524
Q8TD84	121525
Q8N1G1	121526
Q96AT1	121527
Q9ULS5	121528
Q8WXI9	121529
Q9ULR3	121530
Q6NSJ0	121532
Q86WK6	121533
Q9ULQ0	121534
Q9ULP9	121535
O95104	121536
Q9HCP6	121537
Q9H2X9	121538
Q9ULN7	121539
Q8N1G4	121540
Q8TAM6	121541
Q9ULM6	121542
Q96KM6	121543
Q9ULM2	121544
Q9ULM0	121545
Q3KR37	121546
Q9ULL8	121547
Q70CQ4	121548
Q9ULL5	121549
Q9ULL1	121550
Q6ZU35	121552
Q9ULK6	121553
Q9BYT8	121555
A0FGR8	121556
Q9ULJ1	121557
A9YTQ3	121558
Q8NFD5	121559
Q9ULI3	121560
Q9ULI2	121561
Q9ULI1	121562
Q9ULH7	121563
Q9ULH4	121564
Q9ULH0	121565
Q8N0W4	121567
Q9BTC8	121568
Q5JTZ9	121569
Q7Z434	121570
Q9ULD9	121571
Q9H0H0	121572
Q9ULD2	121573
Q9HAV4	121574
Q9Y2V7	121575
Q5T848	121576
Q8WXE0	121577
Q2M1Z3	121578
Q9NRX5	121579
Q9P2P6	121580
Q9P2P5	121581
Q8N122	121582
Q7Z6B7	121583
Q9P2P1	121584
Q8WXD9	121585
Q8TAB3	121586
Q68DU8	121587
Q8NET4	121588
Q9P2M7	121589
Q8IYU2	121590
Q7Z417	121591
Q9P2M4	121592
Q86YT6	121593
Q6UXG2	121594
Q86T90	121595
Q96PQ0	121596
Q9P2L0	121598
Q9P2K9	121599
Q8TD17	121600
Q9P2K6	121601
Q9P2K2	121602
Q9P2K1	121603
Q9P2J9	121604
Q9P2J8	121605
Q9P2J2	121606
Q7L7X3	121607
Q6PIU2	121608
Q7RTP6	121609
Q96NW7	121610
Q8NFZ4	121611
Q9H2E6	121612
Q9P2H5	121613
Q96FJ0	121614
Q9P2H3	121615
Q96B67	121616
Q9P2H0	121617
Q9P2G9	121618
Q9P2G3	121619
Q9P2F9	121620
Q9P2F8	121621
Q9P2F6	121622
Q32P41	121623
A5YM72	121624
Q96HP0	121625
Q9BX82	121626
Q9P2E8	121627
Q9P2E7	121628
Q9P2E2	121629
Q8NCU4	121630
Q9P2D8	121631
Q9P2D6	121632
Q8TCU6	121633
Q9P2C4	121635
Q5T5U3	121636
Q96RY5	121637
Q7L8C5	121638
Q9P2B7	121639
Q4ADV7	121640
Q8IWB7	121641
Q969V6	121642
Q8N1G0	121643
Q9BQW3	121644
Q8IX15	121645
Q76G19	121646
Q9BUH8	121647
Q9P281	121648
Q8TAF3	121649
Q9P278	121650
Q9P275	121651
Q9P272	121652
Q9BZ72	121653
Q9P270	121654
Q9P266	121655
Q9P265	121656
Q6VN20	121657
Q6UXK2	121658
A2RU67	121660
Q9P260	121661
Q63HK5	121663
Q9P253	121664
Q8TF72	121665
Q9P246	121666
Q8N680	121667
Q9P244	121668
Q9P243	121669
Q9P242	121670
Q9NR64	121671
Q8N608	121672
Q7Z6J0	121673
Q5VUJ6	121674
Q6UXK5	121675
Q96L91	121676
Q9P227	121677
Q8IYE0	121678
Q9P218	121679
Q9P217	121680
A7E2Y1	121681
Q9P215	121682
Q96RU2	121683
Q8IY37	121684
Q9P206	121685
Q96QT6	121686
Q8TCG1	121687
Q2YD98	121689
Q96CP6	121690
Q9P1Z3	121691
Q9P1Z2	121692
Q9P1Z0	121693
Q9P1Y6	121694
Q9P1Y5	121695
Q9HBJ7	121696
Q9H4M7	121697
Q9HBH5	121698
Q9HCM7	121699
Q9HCM4	121701
Q9HCM3	121702
Q5T5X7	121704
Q63HN8	121705
Q9HCL3	121706
Q9HCL2	121707
Q96Q42	121708
Q9HCK8	121709
Q9HCK1	121710
Q9HCK0	121711
Q5VU97	121712
Q9HCJ6	121713
Q9HCJ5	121714
Q9HCJ2	121715
Q9HCJ0	121716
Q9HCI6	121717
Q9HCI5	121718
Q96PQ6	121719
Q86T82	121720
Q8NHQ9	121721
Q8IYD8	121722
A0MZ66	121723
Q9HCH3	121724
Q5W0V3	121725
Q9HCH0	121726
Q9HCG8	121727
Q9HCG7	121728
Q6ZS81	121729
Q8TEH3	121730
Q6P9B6	121731
Q8N108	121732
Q8TBB6	121733
Q6P280	121735
Q5VUG0	121736
Q9NTN9	121738
Q9BXM0	121739
Q9NRJ7	121740
Q6NUP7	121741
Q9HCE9	121742
Q5VW38	121743
Q9HCE5	121744
Q8TDY8	121745
Q9HCE0	121746
Q9HCD5	121747
Q8NEZ3	121748
Q8N2N9	121750
Q9H254	121751
Q9HCC9	121752
Q9H227	121753
Q9NQ36	121754
Q96RU7	121756
Q9H9E1	121758
Q96L34	121760
Q8IWZ8	121767
Q9C0B6	121768
Q8WUU5	121770
Q96S21	121771
Q9HCC6	121772
Q9HCU8	121774
Q8N163	121775
P81172	121776
Q9Y333	121778
Q9NPC3	121779
Q5TID7	121780
Q8TE85	121781
Q9NQ25	121782
Q9Y3L5	121785
O95873	121786
Q6ZRH7	121787
Q9HBI6	121790
Q9BY07	121791
Q86VK4	121792
Q8N126	121793
Q9UKA9	121796
Q9NPG2	121798
Q9HD90	121799
Q86UQ8	121800
Q9HC57	121803
Q9GZU7	121804
Q9H2A7	121805
Q9Y6N5	121806
Q9UF11	121807
Q9GZW8	121808
Q8IXH6	121809
Q9Y5M8	121810
Q9UHY7	121811
Q7L0Q8	121812
Q9NPP4	121814
Q9Y5R8	121815
Q49AG3	121816
Q9NS37	121817
Q9UKL6	121818
Q6PCB6	121819
Q9NQG5	121820
Q9NQZ8	121821
Q15935	121822
Q9NRY2	121823
P57087	121824
Q9BRP0	121825
Q8NDX9	121826
Q86TP1	121827
Q01449	121828
Q96JM2	121829
P15622	121830
Q99935	121831
Q7Z5H3	121832
Q9NRP0	121833
Q9H7N4	121834
Q8NEZ4	121835
Q8WUQ7	121836
Q8WZ79	121838
O95886	121839
Q9UBC2	121840
Q9Y6D0	121841
Q9NP50	121842
P49756	121843
Q9NQL9	121844
O95785	121845
Q9NPA3	121846
Q9P1F3	121847
